0,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4033,"1981-01-15T16:50:23",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4035,"1981-01-17T15:57:16",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4036,"1981-01-18T15:39:10",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,1.78062,5.96027,6.25723e+22,8.89836e+21,3.57353e+22,-2.68370e+22,74737.0,1.65307e+21,0.00000
4037,"1981-01-19T16:08:17",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,1.24621,4.51964,5.35512e+22,6.06115e+21,2.98062e+22,-2.37450e+22,72921.0,1.41735e+21,0.00000
4038,"1981-01-20T16:01:32",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4039,"1981-01-21T17:02:00",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4040,"1981-01-22T15:33:23",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,1.20706,3.31129,7.49247e+22,2.66077e+21,3.87927e+22,-3.61319e+22,75148.0,1.48650e+21,0.00000
4041,"1981-01-23T21:00:43",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4042,"1981-01-24T18:34:45",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4043,"1981-01-25T18:00:05",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4044,"1981-01-26T16:30:25",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4045,"1981-01-27T16:44:58",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4046,"1981-01-28T17:04:59",-1.60329,-6.44859,9.51037e+21,-1.73758e+21,3.88640e+21,-5.62397e+21,12805.0,2.60544e+20,0.00000,2.46777,7.45307,4.23234e+22,7.91900e+21,2.51212e+22,-1.72022e+22,63664.0,9.86808e+20,0.00000
4047,"1981-01-29T16:51:20",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4049,"1981-01-31T16:59:50",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,1.84264,6.93416,3.94276e+22,1.08518e+22,2.51397e+22,-1.42879e+22,75256.0,1.30709e+21,0.00000
4050,"1981-02-01T17:08:43",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,0.859533,2.51583,6.02083e+22,2.17966e+21,3.11940e+22,-2.90143e+22,74239.0,1.26081e+21,0.00000
4051,"1981-02-02T19:07:01",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,2.65168,8.73223,4.81914e+22,1.31108e+22,3.06511e+22,-1.75403e+22,78218.0,1.42317e+21,0.00000
4053,"1981-02-04T16:58:41",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,3.00102,10.8344,6.24613e+22,1.79115e+22,4.01864e+22,-2.22749e+22,77283.0,1.34538e+21,0.00000
4054,"1981-02-05T17:43:48",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
4056,"1981-02-07T17:31:55",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,0.432562,1.42972,4.13149e+22,1.56960e+21,2.14423e+22,-1.98727e+22,77205.0,1.31253e+21,0.00000
4060,"1981-02-11T18:24:17",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00000
